0,3,6.31348
1,5,5.62696
2,7,5.46796
3,9,5.41041
4,11,4.07093
5,13,5.3716
6,15,5.36434
7,17,5.36003
8,19,4.46018
9,21,4.52219
10,23,5.35443
11,25,4.62289
12,27,4.66438
13,29,4.70131
14,31,4.73438
15,33,5.35208
16,35,5.35191
